etf,holding_name,ticker,weight
SPY,PINNACLE WEST CAPITAL,PNW,0.00020079
SPY,AES CORP,AES,0.00019924
SPY,UDR INC,UDR,0.00019817
SPY,TRADE DESK INC/THE CLASS A,TTD,0.0001971
SPY,INVESCO LTD,IVZ,0.00019671999999999997
SPY,JACK HENRY + ASSOCIATES INC,JKHY,0.00019515
SPY,GLOBE LIFE INC,GL,0.00019428000000000002
SPY,CAMDEN PROPERTY TRUST,CPT,0.00019376000000000002
SPY,SOLVENTUM CORP,SOLV,0.0001926
SPY,HEALTHPEAK PROPERTIES INC,DOC,0.00019056
SPY,GARTNER INC,IT,0.00018962
SPY,ASSURANT INC,AIZ,0.00018539
SPY,REVVITY INC,RVTY,0.00018371
SPY,NORWEGIAN CRUISE LINE HOLDIN,NCLH,0.00017752
SPY,BAXTER INTERNATIONAL INC,BAX,0.0001652
SPY,CONAGRA BRANDS INC,CAG,0.00016426
SPY,APA CORP,APA,0.0001635
SPY,MOSAIC CO/THE,MOS,0.00016217
SPY,BIO TECHNE CORP,TECH,0.00015865
SPY,MOLSON COORS BEVERAGE CO B,TAP,0.00015534
SPY,WYNN RESORTS LTD,WYNN,0.00015527
SPY,EPAM SYSTEMS INC,EPAM,0.00015403999999999998
SPY,SMITH (A.O.) CORP,AOS,0.00015348
SPY,SKYWORKS SOLUTIONS INC,SWKS,0.00015258
SPY,POOL CORP,POOL,0.00015093
SPY,BXP INC,BXP,0.00014851
SPY,FRANKLIN RESOURCES INC,BEN,0.00014456
SPY,NEWS CORP CLASS A,NWSA,0.00014364
SPY,FEDERAL REALTY INVS TRUST,FRT,0.00014056
